question_id,question_key,question_number,correct_answer,canonical_skill_key,is_untagged,is_multitag,had_duplicate_tags,tag_count,skill_id
379,q379,379,a,31;32;181;185,False,True,False,4,457
380,q380,380,b,36;37;181;185,False,True,False,4,511
381,q381,381,a,31;32;181;183,False,True,False,4,455
382,q382,382,a,36;37;183;184,False,True,False,4,514
383,q383,383,b,31;32;183;185,False,True,False,4,461
384,q384,384,c,44;45;183;185,False,True,False,4,549
385,q385,385,b,24;41;183;185,False,True,False,4,276
386,q386,386,a,38;39;183;184,False,True,False,4,533
387,q387,387,a,34;35;181;185,False,True,False,4,487
388,q388,388,b,44;45;184;185,False,True,False,4,550
389,q389,389,a,24;50;184;185,False,True,False,4,310
390,q390,390,c,44;45;181;185,False,True,False,4,545
391,q391,391,b,38;39;183;185,False,True,False,4,534
392,q392,392,b,31;32;181;183,False,True,False,4,455
393,q393,393,c,30;36;37;183;185,False,True,False,5,425
394,q394,394,b,30;34;35;183;185,False,True,False,5,409
395,q395,395,c,30;34;35;181;185,False,True,False,5,405
396,q396,396,a,34;35;184;185,False,True,False,4,492
397,q397,397,b,24;50;181;183,False,True,False,4,303
398,q398,398,c,24;30;43;183;184,False,True,False,5,237
399,q399,399,a,30;31;32;181;185,False,True,False,5,387
400,q400,400,b,46;47;183;185,False,True,False,4,566
401,q401,401,a,23;24;25;181;185,False,True,False,5,153
402,q402,402,c,24;26;30;181;183,False,True,False,5,194
403,q403,403,b,30;44;45;183;184,False,True,False,5,442
404,q404,404,b,24;40;181;185,False,True,False,4,261
405,q405,405,b,38;39;181;185,False,True,False,4,530
406,q406,406,a,46;47;181;183,False,True,False,4,561
407,q407,407,a,34;35;181;184,False,True,False,4,486
408,q408,408,c,31;42;183;185,False,True,False,4,468
409,q409,409,a,24;43;181;185,False,True,False,4,283
410,q410,410,b,44;45;181;185,False,True,False,4,545
411,q411,411,c,30;34;42;181;185,False,True,False,5,415
412,q412,412,a,31;42;183;184,False,True,False,4,467
413,q413,413,c,38;39;181;183,False,True,False,4,528
414,q414,414,a,30;34;42;181;185,False,True,False,5,415
415,q415,415,c,24;41;181;185,False,True,False,4,272
416,q416,416,a,28;29;30;181;185,False,True,False,5,344
417,q417,417,a,24;26;183;184,False,True,False,4,206
418,q418,418,c,30;34;35;181;183,False,True,False,5,403
419,q419,419,a,34;42;183;185,False,True,False,4,505
420,q420,420,b,24;40;183;185,False,True,False,4,265
421,q421,421,a,46;47;181;184,False,True,False,4,562
422,q422,422,b,23;24;33;181;185,False,True,False,5,162
423,q423,423,b,24;25;183;185,False,True,False,4,186
424,q424,424,a,24;26;27;183;185,False,True,False,5,193
425,q425,425,c,36;37;181;183,False,True,False,4,509
426,q426,426,a,34;35;184;185,False,True,False,4,492
427,q427,427,b,24;40;183;185,False,True,False,4,265
428,q428,428,b,24;40;181;185,False,True,False,4,261
429,q429,429,c,30;34;35;181;185,False,True,False,5,405
430,q430,430,c,36;37;181;185,False,True,False,4,511
431,q431,431,b,24;43;179;183;185,False,True,False,5,279
432,q432,432,a,24;41;181;185,False,True,False,4,272
433,q433,433,b,24;40;181;183,False,True,False,4,259
434,q434,434,c,31;32;181;185,False,True,False,4,457
435,q435,435,b,24;27;41;181;185,False,True,False,5,217
436,q436,436,c,28;42;181;183,False,True,False,4,376
437,q437,437,c,31;32;183;185,False,True,False,4,461
438,q438,438,b,30;31;32;183;185,False,True,False,5,391
439,q439,439,c,44;49;183;185,False,True,False,4,555
440,q440,440,b,31;32;183;185,False,True,False,4,461
441,q441,441,a,31;32;183;185,False,True,False,4,461
442,q442,442,c,38;39;181;185,False,True,False,4,530
443,q443,443,c,24;43;181;184,False,True,False,4,282
444,q444,444,b,28;29;30;179;184;185,False,True,False,6,340
445,q445,445,a,28;29;181;185,False,True,False,4,357
446,q446,446,b,34;35;183;184,False,True,False,4,490
447,q447,447,a,27;46;47;181;183,False,True,False,5,335
448,q448,448,b,30;34;35;179;183;185,False,True,False,6,401
449,q449,449,b,24;41;179;183;185,False,True,False,5,268
450,q450,450,c,34;42;181;185,False,True,False,4,501
451,q451,451,b,31;32;183;184,False,True,False,4,460
452,q452,452,c,24;43;181;183,False,True,False,4,281
453,q453,453,b,24;26;182;184,False,True,False,4,205
454,q454,454,a,24;40;182;183,False,True,False,4,262
455,q455,455,c,23;24;33;182;184,False,True,False,5,163
456,q456,456,c,44;45;181;184,False,True,False,4,544
457,q457,457,a,23;24;25;182;183,False,True,False,5,154
458,q458,458,a,24;48;181;184,False,True,False,4,294
459,q459,459,a,38;39;182;184,False,True,False,4,532
460,q460,460,a,24;43;181;182,False,True,False,4,280
461,q461,461,b,24;30;33;181;184,False,True,False,5,225
462,q462,462,b,24;50;183;184,False,True,False,4,308
463,q463,463,b,27;38;39;179;181;184,False,True,False,6,326
464,q464,464,c,34;35;179;181;183,False,True,False,5,477
465,q465,465,c,28;29;181;184,False,True,False,4,356
466,q466,466,a,28;29;181;183,False,True,False,4,355
467,q467,467,a,27;46;47;183;184,False,True,False,5,337
468,q468,468,c,24;50;181;183,False,True,False,4,303
469,q469,469,c,28;29;179;182;184,False,True,False,5,352
470,q470,470,b,24;26;27;179;181;184,False,True,False,6,187
471,q471,471,a,34;42;179;182;183,False,True,False,5,496
472,q472,472,b,34;42;181;182,False,True,False,4,498
473,q473,473,b,24;43;181;183,False,True,False,4,281
474,q474,474,b,31;32;182;183,False,True,False,4,458
475,q475,475,c,36;37;181;182,False,True,False,4,508
476,q476,476,a,31;32;182;184,False,True,False,4,459
477,q477,477,b,44;45;181;183,False,True,False,4,543
478,q478,478,b,34;42;182;184,False,True,False,4,503
479,q479,479,b,24;40;179;182;183,False,True,False,5,257
480,q480,480,a,24;43;182;184,False,True,False,4,285
481,q481,481,b,30;34;42;181;184,False,True,False,5,414
482,q482,482,b,46;47;179;181;183,False,True,False,5,557
483,q483,483,c,24;43;182;184,False,True,False,4,285
484,q484,484,c,28;29;182;183,False,True,False,4,358
485,q485,485,b,30;34;35;182;184,False,True,False,5,407
486,q486,486,b,24;26;181;184,False,True,False,4,202
487,q487,487,c,24;40;182;183,False,True,False,4,262
488,q488,488,b,28;29;30;179;182;183,False,True,False,6,339
489,q489,489,c,30;34;35;182;184,False,True,False,5,407
490,q490,490,b,30;34;42;181;182,False,True,False,5,412
491,q491,491,b,34;35;179;181;184,False,True,False,5,478
492,q492,492,b,24;43;183;184,False,True,False,4,286
493,q493,493,b,24;48;181;184,False,True,False,4,294
494,q494,494,b,36;37;181;183,False,True,False,4,509
495,q495,495,c,28;29;30;179;181;184,False,True,False,6,338
496,q496,496,b,24;40;179;181;183,False,True,False,5,256
497,q497,497,b,28;29;183;184,False,True,False,4,360
498,q498,498,c,24;25;30;181;183,False,True,False,5,175
499,q499,499,a,24;26;27;182;184,False,True,False,5,191
500,q500,500,b,24;43;181;184,False,True,False,4,282
501,q501,501,a,34;35;182;183,False,True,False,4,488
502,q502,502,c,34;42;181;182,False,True,False,4,498
503,q503,503,b,36;37;181;183,False,True,False,4,509
504,q504,504,b,24;50;182;183,False,True,False,4,306
505,q505,505,a,31;32;181;182,False,True,False,4,454
506,q506,506,b,44;45;182;184,False,True,False,4,547
507,q507,507,c,24;27;41;181;183,False,True,False,5,216
508,q508,508,c,31;32;182;184,False,True,False,4,459
509,q509,509,a,31;32;182;183,False,True,False,4,458
510,q510,510,b,34;35;182;184,False,True,False,4,489
511,q511,511,a,36;37;181;184,False,True,False,4,510
512,q512,512,c,24;33;179;181;183,False,True,False,5,246
513,q513,513,a,24;43;183;185,False,True,False,4,287
514,q514,514,a,24;33;181;183,False,True,False,4,248
515,q515,515,c,24;26;184;185,False,True,False,4,208
